time,length,lineage_ID,filename,division_flag
0.0,71.0844,4,xy07_ch0_cell0,0.0
3.85,119.31299999999999,4,xy07_ch0_cell0,0.0
3.8333333333333335,115.14399999999999,4,xy07_ch0_cell0,0.0
3.816666666666667,111.17,4,xy07_ch0_cell0,1.0
3.8,131.378,4,xy07_ch0_cell0,1.0
3.783333333333333,108.228,4,xy07_ch0_cell0,0.0
3.7666666666666666,106.169,4,xy07_ch0_cell0,0.0
3.75,103.21700000000001,4,xy07_ch0_cell0,0.0
3.7333333333333334,98.1102,4,xy07_ch0_cell0,0.0
3.716666666666667,94.1157,4,xy07_ch0_cell0,0.0
3.7,94.2901,4,xy07_ch0_cell0,0.0
3.683333333333333,91.0884,4,xy07_ch0_cell0,0.0
3.6666666666666665,89.1056,4,xy07_ch0_cell0,0.0
3.65,86.344,4,xy07_ch0_cell0,0.0
3.6333333333333333,82.1328,4,xy07_ch0_cell0,0.0
3.6166666666666667,80.1193,4,xy07_ch0_cell0,0.0
3.6,77.1586,4,xy07_ch0_cell0,0.0
3.5833333333333335,76.12,4,xy07_ch0_cell0,0.0
3.8666666666666667,123.088,4,xy07_ch0_cell0,0.0
3.566666666666667,75.0976,4,xy07_ch0_cell0,0.0
3.8833333333333333,126.179,4,xy07_ch0_cell0,0.0
3.9166666666666665,133.232,4,xy07_ch0_cell0,0.0
4.2,207.36599999999999,4,xy07_ch0_cell0,0.0
4.183333333333334,204.27700000000002,4,xy07_ch0_cell0,0.0
4.166666666666667,198.3,4,xy07_ch0_cell0,0.0
4.15,193.335,4,xy07_ch0_cell0,0.0
4.133333333333334,186.385,4,xy07_ch0_cell0,0.0
4.116666666666666,182.262,4,xy07_ch0_cell0,0.0
4.1,175.209,4,xy07_ch0_cell0,0.0
4.083333333333333,169.274,4,xy07_ch0_cell0,0.0
4.066666666666666,166.418,4,xy07_ch0_cell0,0.0
4.05,163.185,4,xy07_ch0_cell0,0.0
4.033333333333333,159.219,4,xy07_ch0_cell0,0.0
4.016666666666667,154.31,4,xy07_ch0_cell0,0.0
4.0,148.14,4,xy07_ch0_cell0,0.0
3.9833333333333334,143.207,4,xy07_ch0_cell0,0.0
3.966666666666667,140.257,4,xy07_ch0_cell0,0.0
3.95,138.217,4,xy07_ch0_cell0,0.0
3.933333333333333,132.445,4,xy07_ch0_cell0,0.0
3.9,127.087,4,xy07_ch0_cell0,0.0
3.55,71.1408,4,xy07_ch0_cell0,0.0
3.533333333333333,69.1431,4,xy07_ch0_cell0,0.0
3.5166666666666666,67.0666,4,xy07_ch0_cell0,0.0
3.1333333333333333,34.1299,4,xy07_ch0_cell0,0.0
3.1166666666666667,33.0287,4,xy07_ch0_cell0,1.0
3.1,79.1405,4,xy07_ch0_cell0,0.0
3.0833333333333335,77.3532,4,xy07_ch0_cell0,0.0
3.066666666666667,73.1074,4,xy07_ch0_cell0,0.0
3.05,71.1694,4,xy07_ch0_cell0,0.0
3.033333333333333,69.1403,4,xy07_ch0_cell0,0.0
3.0166666666666666,67.036,4,xy07_ch0_cell0,0.0
3.0,67.0908,4,xy07_ch0_cell0,0.0
2.9833333333333334,65.0674,4,xy07_ch0_cell0,0.0
2.966666666666667,65.1899,4,xy07_ch0_cell0,0.0
2.95,58.1177,4,xy07_ch0_cell0,0.0
2.933333333333333,56.0713,4,xy07_ch0_cell0,0.0
2.9166666666666665,54.0911,4,xy07_ch0_cell0,0.0
2.9,54.1537,4,xy07_ch0_cell0,0.0
2.8833333333333333,51.074,4,xy07_ch0_cell0,0.0
2.8666666666666667,47.1531,4,xy07_ch0_cell0,0.0
3.15,36.0507,4,xy07_ch0_cell0,0.0
3.1666666666666665,35.0759,4,xy07_ch0_cell0,0.0
3.183333333333333,35.0429,4,xy07_ch0_cell0,0.0
3.2,37.023,4,xy07_ch0_cell0,0.0
3.5,66.0962,4,xy07_ch0_cell0,0.0
3.4833333333333334,66.1612,4,xy07_ch0_cell0,0.0
3.466666666666667,62.1226,4,xy07_ch0_cell0,0.0
3.45,60.0809,4,xy07_ch0_cell0,0.0
3.433333333333333,58.1877,4,xy07_ch0_cell0,0.0
3.4166666666666665,57.0935,4,xy07_ch0_cell0,0.0
3.4,53.0995,4,xy07_ch0_cell0,0.0
3.3833333333333333,54.0447,4,xy07_ch0_cell0,0.0
4.216666666666667,213.237,4,xy07_ch0_cell0,0.0
3.3666666666666667,51.0522,4,xy07_ch0_cell0,0.0
3.3333333333333335,49.0502,4,xy07_ch0_cell0,0.0
3.316666666666667,49.0854,4,xy07_ch0_cell0,0.0
3.3,47.0926,4,xy07_ch0_cell0,0.0
3.283333333333333,46.063,4,xy07_ch0_cell0,0.0
3.2666666666666666,41.0559,4,xy07_ch0_cell0,0.0
3.25,42.0543,4,xy07_ch0_cell0,0.0
3.2333333333333334,38.0573,4,xy07_ch0_cell0,0.0
3.216666666666667,39.0728,4,xy07_ch0_cell0,0.0
3.35,50.1679,4,xy07_ch0_cell0,0.0
2.85,48.1444,4,xy07_ch0_cell0,0.0
4.233333333333333,216.408,4,xy07_ch0_cell0,0.0
4.266666666666667,232.438,4,xy07_ch0_cell0,0.0
5.266666666666667,134.387,4,xy07_ch0_cell0,0.0
5.25,131.769,4,xy07_ch0_cell0,0.0
5.233333333333333,128.766,4,xy07_ch0_cell0,1.0
5.216666666666667,190.96099999999998,4,xy07_ch0_cell0,0.0
5.2,188.67700000000002,4,xy07_ch0_cell0,0.0
5.183333333333334,188.237,4,xy07_ch0_cell0,0.0
5.166666666666667,185.465,4,xy07_ch0_cell0,1.0
5.15,212.25799999999998,4,xy07_ch0_cell0,0.0
5.133333333333334,207.65,4,xy07_ch0_cell0,0.0
5.116666666666666,206.613,4,xy07_ch0_cell0,0.0
5.1,204.56400000000002,4,xy07_ch0_cell0,0.0
5.083333333333333,205.63,4,xy07_ch0_cell0,0.0
5.066666666666666,204.505,4,xy07_ch0_cell0,0.0
5.05,204.512,4,xy07_ch0_cell0,0.0
5.033333333333333,201.27900000000002,4,xy07_ch0_cell0,0.0
5.016666666666667,198.38,4,xy07_ch0_cell0,1.0
5.0,363.69,4,xy07_ch0_cell0,0.0
5.283333333333333,134.588,4,xy07_ch0_cell0,0.0
4.983333333333333,358.941,4,xy07_ch0_cell0,0.0
5.3,136.60399999999998,4,xy07_ch0_cell0,0.0
