value,type,lineage_ID
"[0, 207, 220, 226, 395, 903, 1072, 1124, 1243, 1542, 1701, 1752]",outsider,1
"[4, 219, 225, 230, 404, 908, 1078, 1126, 1247, 1544, 1704, 1756]",outsider,1
"[0, 5, 14, 22, 27, 34, 43, 50, 58, 64, 71, 78, 83, 91, 99, 106, 113, 120, 128, 135, 142, 148, 158, 164, 171, 179, 188, 197, 207, 220, 226, 231, 239, 243, 251, 259, 265, 274, 282, 286, 295, 302, 309, 316, 323, 330, 338, 345, 350, 359, 365, 373, 380, 388, 395, 405, 411, 416, 424, 431, 440, 448, 456, 464, 471, 479, 485, 492, 498, 505, 515, 520, 528, 535, 543, 553, 561, 568, 575, 581, 588, 594, 599, 607, 616, 622, 630, 636, 645, 652, 659, 668, 678, 684, 693, 700, 707, 713, 724, 729, 735, 741, 751, 757, 763, 769, 777, 783, 791, 797, 804, 812, 820, 825, 833, 840, 846, 852, 858, 867, 875, 883, 892, 903, 909, 919, 926, 933, 940, 948, 954, 963, 970, 975, 980, 987, 996, 1005, 1014, 1022, 1026, 1033, 1040, 1049, 1057, 1062, 1072, 1079, 1087, 1095, 1100, 1106, 1117, 1124, 1127, 1135, 1143, 1151, 1159, 1166, 1174, 1183, 1189, 1195, 1204, 1215, 1224, 1230, 1235, 1243, 1248, 1258, 1263, 1270, 1279, 1285, 1292, 1300, 1306, 1313, 1322, 1328, 1334, 1344, 1349, 1358, 1364, 1371, 1377, 1383, 1392, 1397, 1404, 1413, 1419, 1427, 1435, 1439, 1445, 1454, 1459, 1468, 1475, 1482, 1488, 1495, 1503, 1510, 1516, 1520, 1529, 1533, 1542, 1545, 1553, 1558, 1566, 1574, 1579, 1587, 1591, 1598, 1605, 1614, 1620, 1628, 1634, 1642, 1647, 1654, 1661, 1671, 1680, 1688, 1694, 1701, 1705, 1717, 1721, 1733, 1738, 1745, 1752, 1757, 1765, 1772, 1780, 1788, 1797, 1804, 1812, 1818]",start,1
"[4, 13, 21, 26, 33, 42, 49, 57, 63, 70, 77, 82, 90, 98, 105, 112, 119, 127, 134, 141, 147, 157, 163, 170, 178, 187, 196, 206, 219, 225, 230, 238, 242, 250, 258, 264, 273, 281, 285, 294, 301, 308, 315, 322, 329, 337, 344, 349, 358, 364, 372, 379, 387, 394, 404, 410, 415, 423, 430, 439, 447, 455, 463, 470, 478, 484, 491, 497, 504, 514, 519, 527, 534, 542, 552, 560, 567, 574, 580, 587, 593, 598, 606, 615, 621, 629, 635, 644, 651, 658, 667, 677, 683, 692, 699, 706, 712, 723, 728, 734, 740, 750, 756, 762, 768, 776, 782, 790, 796, 803, 811, 819, 824, 832, 839, 845, 851, 857, 866, 874, 882, 891, 902, 908, 918, 925, 932, 939, 947, 953, 962, 969, 974, 979, 986, 995, 1004, 1013, 1021, 1025, 1032, 1039, 1048, 1056, 1061, 1071, 1078, 1086, 1094, 1099, 1105, 1116, 1123, 1126, 1134, 1142, 1150, 1158, 1165, 1173, 1182, 1188, 1194, 1203, 1214, 1223, 1229, 1234, 1242, 1247, 1257, 1262, 1269, 1278, 1284, 1291, 1299, 1305, 1312, 1321, 1327, 1333, 1343, 1348, 1357, 1363, 1370, 1376, 1382, 1391, 1396, 1403, 1412, 1418, 1426, 1434, 1438, 1444, 1453, 1458, 1467, 1474, 1481, 1487, 1494, 1502, 1509, 1515, 1519, 1528, 1532, 1541, 1544, 1552, 1557, 1565, 1573, 1578, 1586, 1590, 1597, 1604, 1613, 1619, 1627, 1633, 1641, 1646, 1653, 1660, 1670, 1679, 1687, 1693, 1700, 1704, 1716, 1720, 1732, 1737, 1744, 1751, 1756, 1764, 1771, 1779, 1787, 1796, 1803, 1811, 1817, 1827]",end,1
[],rises,1
[ 511 1757],singularities,1
[],non_positives,1
[],non_positives,2
[ 390 1379 1099 1367],singularities,2
[],rises,2
