time,length,lineage_ID
20.95,4.991637453,0
21.0,5.265374383,0
21.05,5.461323631,0
21.1,5.230415773,0
21.15,5.677535276,0
21.2,5.72820648,0
21.25,5.799943811,0
21.3,6.539494919,0
21.35,3.060055603,0
21.4,3.0920732999999996,0
21.45,3.553117585,0
21.5,3.388011545,0
21.55,3.5915991089999997,0
21.6,3.5338388239999996,0
21.65,3.853049022,0
21.7,3.8930974000000003,0
21.75,3.862153258,0
21.8,3.90223784,0
21.85,4.203328844,0
21.9,4.190155299,0
21.95,4.478128364,0
22.0,4.6009185839999995,0
22.05,4.601166888,0
22.1,4.518978351,0
22.15,4.862849613,0
22.2,5.044095931,0
22.25,5.207470924,0
22.3,5.1384863439999995,0
22.35,5.492087535,0
22.4,5.518254864,0
22.45,5.957814282999999,0
22.5,6.169412983,0
22.55,6.235082837,0
22.6,6.509228816,0
22.65,2.969172801,0
22.7,3.406182503,0
22.75,3.355890175,0
22.8,3.6167154000000004,0
22.85,3.803658855,0
22.9,3.836237565,0
22.95,3.8305561010000004,0
23.0,3.937276128,0
23.05,4.156279222,0
23.1,4.445484594,0
23.15,4.365927082,0
23.2,4.5060542969999995,0
23.25,4.468392291000001,0
23.3,4.684979338,0
23.35,4.808042355,0
23.4,4.757624015,0
23.45,5.066685243,0
23.5,5.358544933,0
23.55,5.811700281,0
23.6,5.580940842,0
23.65,5.66777599,0
23.7,6.191642634,0
23.75,2.9195933910000003,0
23.8,3.074725183,0
23.85,3.19265465,0
23.9,2.888820294,0
23.95,3.115033962,0
24.0,3.1231264660000004,0
24.05,3.354931952,0
24.1,3.518515593,0
24.15,3.537188064,0
24.2,3.482189075,0
24.25,3.459012107,0
24.3,3.388861802,0
24.35,3.652955518,0
24.4,3.5786074560000003,0
24.45,3.743276587,0
24.5,3.721381338,0
24.55,3.728984027,0
24.6,3.919466925,0
24.65,3.754407793,0
24.7,4.360271742,0
24.75,4.182656959,0
24.8,4.317302701,0
24.85,4.371500343,0
24.9,4.415382235,0
24.95,4.326682794,0
25.0,4.451507137,0
25.05,4.579034909,0
25.1,4.598460982,0
25.15,4.204607061,0
25.2,4.693745411,0
25.25,4.707330231,0
25.3,4.630537813,0
25.35,4.670238863,0
25.4,4.723228327,0
25.45,4.788664703,0
25.5,4.875837677,0
25.55,4.706317988,0
25.6,4.909497011,0
25.65,4.990460608999999,0
25.7,4.871587464,0
25.75,5.117755248,0
25.8,5.2462345930000005,0
25.85,5.223098159,0
25.9,5.210935354,0
25.95,5.459537461,0
26.0,5.487689864,0
26.05,5.701368499,0
26.1,5.886069464,0
26.15,5.826600309,0
26.2,6.3037989660000004,0
26.25,6.172876985,0
26.3,6.402009795,0
26.35,6.6421583360000005,0
26.4,6.891765547,0
26.45,7.194386592000001,0
26.5,7.246487275,0
26.55,3.012418204,0
26.6,2.761107842,0
26.65,2.718235958,0
26.7,3.232251568,0
26.75,3.201822439,0
26.8,3.236167584,0
26.85,3.090427144,0
26.9,3.066836907,0
26.95,3.044184595,0
27.0,2.976250973,0
27.05,2.9504013039999997,0
27.1,3.1309665669999998,0
27.15,3.1205430180000002,0
27.2,3.3403803830000003,0
27.25,3.470496572,0
27.3,3.547933275,0
27.35,3.63137367,0
27.4,3.8094269339999998,0
27.45,3.962042867,0
27.5,4.245055225,0
27.55,4.417711409,0
27.6,4.640095912,0
27.65,4.752824496000001,0
27.7,4.932179896,0
27.75,5.00292272,0
27.8,5.147337146,0
27.85,1.9560878940000002,0
27.9,2.1255518369999997,0
27.95,2.152753025,0
28.0,2.221817668,0
28.05,2.460048564,0
28.1,2.4577957280000002,0
28.15,2.532230635,0
28.2,2.448161825,0
28.25,2.588567735,0
28.3,2.595080534,0
28.35,2.796599935,0
28.4,2.848648062,0
28.45,2.854381282,0
28.5,2.872285554,0
28.55,3.01106532,0
28.6,3.179445869,0
28.65,3.0307257930000002,0
28.7,3.251675765,0
28.75,3.3778043010000003,0
28.8,3.2744147289999996,0
28.85,3.5711365880000003,0
28.9,3.60866106,0
28.95,3.55270862,0
29.0,3.706299555,0
29.05,3.693292923,0
29.1,3.7742757910000004,0
29.15,3.637616786,0
29.2,3.705046776,0
29.25,3.70722502,0
29.3,3.788340315,0
29.35,3.905071018,0
29.4,3.988533486,0
29.45,4.084722542,0
29.5,4.072325826,0
29.55,4.190084863,0
29.6,4.343606412,0
29.65,4.467278192,0
29.7,4.595482552,0
29.75,4.748316418,0
29.8,4.853502286,0
29.85,4.906616881000001,0
29.9,5.002736748,0
29.95,1.955966905,0
30.0,1.664679213,0
30.05,2.322330815,0
30.1,1.7819526419999998,0
30.15,2.24348535,0
30.2,2.062788464,0
30.25,2.097173751,0
30.3,2.088512202,0
30.35,2.1303197369999998,0
30.4,2.089057815,0
30.45,2.107274215,0
30.5,2.24443138,0
30.55,2.222769111,0
30.6,2.171057544,0
30.65,2.20868731,0
30.7,2.388969354,0
30.75,2.345319001,0
30.8,2.528354816,0
30.85,2.529584751,0
30.9,2.471119109,0
30.95,2.662166349,0
31.0,2.685828919,0
31.05,2.778715188,0
31.1,2.913805905,0
31.15,3.105755363,0
31.2,3.088337788,0
31.25,3.3982574010000004,0
31.3,3.515670053,0
31.35,3.6794407789999997,0
31.4,3.97309736,0
31.45,1.702950704,0
31.5,1.718413975,0
31.55,1.6398384419999998,0
31.6,1.839969385,0
31.65,1.58771324,0
31.7,1.970153474,0
31.75,1.823010971,0
31.8,2.0178759,0
31.85,1.977626765,0
31.9,1.443375673,0
31.95,2.020725942,0
32.0,1.8328974009999999,0
32.05,1.56161615,0
32.1,1.7670702109999998,0
32.15,2.12820139,0
32.2,1.68654859,0
