time,length,lineage_ID
0.0,-0.8927815482060302,1
0.1,-0.86888840320603,1
0.2,-0.63414195120603,1
0.3,-0.0952851502060299,1
0.4,0.4549237687939698,1
0.5,0.9014003217939699,1
0.6,1.631639256793969,1
0.7,-0.8690037002060298,1
0.8,-0.9119316542060303,1
0.9,-0.08794538320602996,1
1.0,0.3842862237939695,1
1.1,1.04953480779397,1
1.2,-1.2915280052060303,1
1.3,-0.8871300822060304,1
1.4,-0.6471281942060303,1
1.5,-0.3002181612060304,1
1.6,0.3116447617939695,1
1.7,0.7119795867939702,1
1.8,1.704405206793969,1
1.9,-1.0836661332060302,1
2.0,-0.7883083332060301,1
2.1,-0.36803211320603024,1
2.2,0.0809307077939696,1
2.3,0.5954388087939702,1
2.4,1.2231980027939695,1
2.5,2.02031689579397,1
2.6,-1.26748940720603,1
2.7,-0.6770121392060302,1
2.8,-0.4769172552060299,1
2.9,0.10911737879396988,1
3.0,0.4944769867939698,1
3.1,0.9496469677939698,1
3.2,1.6193188547939696,1
3.3,2.6744044457939706,1
3.4,-0.4154069692060305,1
3.5,-0.19428242920603012,1
3.6,0.35877976679396983,1
3.7,0.9717794767939703,1
3.8,1.8698254887939694,1
3.9,-1.0779764752060301,1
4.0,-0.7555187782060302,1
4.1,-0.2404229382060299,1
4.2,-0.08575404020603017,1
4.3,0.4750672627939698,1
4.4,1.15199643379397,1
4.5,-1.43941123620603,1
4.6,-1.15433988020603,1
4.7,-0.9800421962060302,1
4.8,-0.4089590042060305,1
4.9,0.24459466079396996,1
5.0,0.8469648737939695,1
5.1,-1.37906999720603,1
5.2,-1.08518115820603,1
5.3,-1.06106971920603,1
5.4,-0.6469519112060302,1
5.5,-0.72957108320603,1
5.6,0.09866368079396981,1
5.7,0.37457525879396947,1
5.8,1.24450232279397,1
5.9,-0.9669760852060301,1
6.0,-0.69589100120603,1
6.1,-0.27753923620603027,1
6.2,0.24109788979396996,1
6.3,0.7885757617939699,1
6.4,-1.2939292792060302,1
6.5,-1.1373566392060304,1
6.6,-0.7046613512060302,1
6.7,-0.5745768632060302,1
6.8,0.022165378793969737,1
6.9,0.34538915679396975,1
7.0,0.8416827627939698,1
7.1,-1.09928564020603,1
7.2,-0.8670237022060303,1
7.3,-0.5038671552060299,1
7.4,-0.16866290320603028,1
7.5,0.2854167477939695,1
7.6,0.8585507127939698,1
7.7,-1.2384222212060303,1
7.8,-0.9401753892060305,1
7.9,-0.7636692522060304,1
8.0,-0.25667696120603,1
8.1,0.12348695179397007,1
8.2,0.3727937707939697,1
8.3,1.27495886879397,1
8.4,1.7945949377939696,1
8.5,2.59052281579397,1
8.6,2.59052281579397,1
8.7,0.5088840657939695,1
8.8,1.0829415507939695,1
8.9,1.6751399077939695,1
9.0,-0.5606266102060298,1
9.1,-0.13323594120603,1
9.2,-0.19664169120603026,1
9.3,0.82721209079397,1
9.4,0.9122163507939698,1
9.5,2.259772826793969,1
9.6,-0.37512782520603016,1
9.7,-0.03371667620603036,1
9.8,0.3117376957939699,1
9.9,0.8438542327939693,1
10.0,2.05248373079397,1
10.1,-0.8313682122060304,1
10.2,-0.46947683420603026,1
10.3,0.1764021507939697,1
10.4,0.5811261957939697,1
10.5,1.1499152147939702,1
10.6,-0.8577623722060306,1
10.7,-0.70795216120603,1
10.8,-0.33147673520603016,1
10.9,0.18843618079396984,1
11.0,0.6964520397939697,1
11.1,-1.2194505402060303,1
11.2,-1.0562121572060303,1
11.3,-0.6331985242060303,1
11.4,-0.2464881782060302,1
11.5,-0.02522734720603026,1
11.6,0.5652924587939694,1
11.7,1.2497172357939696,1
11.8,1.9701724557939704,1
11.9,-1.02361022620603,1
